ANGELEGT_AM,TATZEIT_ANFANG_DATUM,TATZEIT_ANFANG_STUNDE,TATZEIT_ENDE_DATUM,TATZEIT_ENDE_STUNDE,SCHADENSHOEHE,VERSUCH,ART_DES_FAHRRADS,DELIKT,ERFASSUNGSGRUND,bezirk_id,bezirk_name,ZEITUNTERSCHIED,ZEIT_BIS_TATZEIT
2023-05-07,2023-05-07,10:00,2023-05-07,18:00,1992,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,6,Steglitz-Zehlendorf,0 days,0 days
2023-05-07,2023-05-07,10:00,2023-05-07,17:00,150,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,0 days,0 days
2023-05-07,2023-05-07,18:00,2023-05-07,21:00,1633,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,8,Neukölln,0 days,0 days
2023-05-07,2023-05-07,17:00,2023-05-07,19:00,2949,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4,Charlottenburg-Wilmersdorf,0 days,0 days
2023-05-07,2023-05-05,08:00,2023-05-05,13:00,339,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,0 days,2 days
2023-05-06,2023-05-01,17:00,2023-05-02,12:00,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,6,Steglitz-Zehlendorf,1 days,5 days
2023-05-06,2023-05-05,18:00,2023-05-06,01:00,200,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,6,Steglitz-Zehlendorf,1 days,1 days
2023-05-06,2023-05-03,19:00,2023-05-04,15:00,797,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,8,Neukölln,1 days,3 days
2023-05-06,2023-05-05,23:00,2023-05-06,00:00,1138,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,1 days,1 days
2023-05-06,2023-05-05,17:00,2023-05-06,18:00,425,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,1 days,1 days
2023-05-06,2023-05-05,20:00,2023-05-06,04:00,2449,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,1 days,1 days
2023-05-06,2023-05-06,18:00,2023-05-06,19:00,800,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,0 days,0 days
2023-05-06,2023-05-04,00:00,2023-05-05,17:00,700,Nein,Mountainbike,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,10,Marzahn-Hellersdorf,1 days,2 days
2023-05-06,2023-05-05,18:00,2023-05-05,23:00,629,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,0 days,1 days
2023-05-06,2023-05-02,10:00,2023-05-02,17:00,1789,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4,Charlottenburg-Wilmersdorf,0 days,4 days
2023-05-06,2023-05-04,19:00,2023-05-05,05:00,929,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,11,Lichtenberg,1 days,2 days
2023-05-06,2023-05-04,16:00,2023-05-04,23:00,300,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,9,Treptow-Köpenick,0 days,2 days
2023-05-06,2023-05-05,19:00,2023-05-06,10:00,3099,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,1 days,1 days
2023-05-06,2023-05-05,16:00,2023-05-05,17:00,749,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,11,Lichtenberg,0 days,1 days
2023-05-06,2023-05-05,06:00,2023-05-05,09:00,578,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,0 days,1 days
2023-05-06,2023-05-05,08:00,2023-05-05,15:00,730,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,0 days,1 days
2023-05-06,2023-05-05,18:00,2023-05-06,02:00,958,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,11,Lichtenberg,1 days,1 days
2023-05-06,2023-05-04,18:00,2023-05-04,22:00,600,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,0 days,2 days
2023-05-06,2023-05-05,18:00,2023-05-05,23:00,700,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,0 days,1 days
2023-05-06,2023-05-04,12:00,2023-05-06,11:00,1000,Nein,Fahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,2,Friedrichshain-Kreuzberg,2 days,2 days
2023-05-06,2023-05-05,19:00,2023-05-06,08:00,528,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,1 days,1 days
2023-05-06,2023-05-05,08:00,2023-05-05,23:00,799,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,12,Reinickendorf,0 days,1 days
2023-05-06,2023-04-28,19:00,2023-04-29,11:00,350,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,1 days,8 days
2023-05-06,2023-05-04,07:00,2023-05-05,18:00,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4,Charlottenburg-Wilmersdorf,1 days,2 days
2023-05-06,2023-05-05,14:00,2023-05-05,16:00,1910,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,0 days,1 days
2023-05-06,2023-05-05,15:00,2023-05-05,18:00,1,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,0 days,1 days
2023-05-06,2023-05-05,16:00,2023-05-05,21:00,200,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,0 days,1 days
2023-05-06,2023-05-02,07:00,2023-05-02,17:00,883,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,6,Steglitz-Zehlendorf,0 days,4 days
2023-05-06,2023-05-06,14:00,2023-05-06,16:00,1000,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,8,Neukölln,0 days,0 days
2023-05-06,2023-05-06,09:00,2023-05-06,18:00,479,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,8,Neukölln,0 days,0 days
2023-05-06,2023-05-05,19:00,2023-05-05,21:00,582,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,0 days,1 days
2023-05-06,2023-05-05,21:00,2023-05-05,23:00,820,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,0 days,1 days
2023-05-06,2023-05-03,20:00,2023-05-06,10:00,1000,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,3 days,3 days
2023-05-06,2023-05-05,09:00,2023-05-05,13:00,200,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,6,Steglitz-Zehlendorf,0 days,1 days
2023-05-06,2023-05-06,11:00,2023-05-06,12:00,259,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,6,Steglitz-Zehlendorf,0 days,0 days
2023-05-06,2023-05-05,23:00,2023-05-06,09:00,1050,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,1 days,1 days
2023-05-06,2023-04-17,12:00,2023-04-17,15:00,220,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,12,Reinickendorf,0 days,19 days
2023-05-06,2023-05-06,13:00,2023-05-06,15:00,1050,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,6,Steglitz-Zehlendorf,0 days,0 days
2023-05-06,2023-05-06,11:00,2023-05-06,17:00,475,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,8,Neukölln,0 days,0 days
2023-05-06,2023-05-06,20:00,2023-05-06,20:00,3000,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,12,Reinickendorf,0 days,0 days
2023-05-06,2023-05-05,15:00,2023-05-05,17:00,1850,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,0 days,1 days
2023-05-06,2023-05-04,15:00,2023-05-05,17:00,2570,Nein,diverse Fahrräder,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,3,Pankow,1 days,2 days
2023-05-06,2023-05-03,19:00,2023-05-04,09:00,150,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,9,Treptow-Köpenick,1 days,3 days
2023-05-06,2023-05-05,13:00,2023-05-05,16:00,1300,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,9,Treptow-Köpenick,0 days,1 days
2023-05-06,2023-05-04,18:00,2023-05-05,07:00,948,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,1 days,2 days
2023-05-06,2023-05-04,18:00,2023-05-05,08:00,700,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,1 days,2 days
2023-05-06,2023-05-05,14:00,2023-05-05,16:00,399,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,8,Neukölln,0 days,1 days
2023-05-06,2023-05-06,13:00,2023-05-06,17:00,150,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,0 days,0 days
2023-05-06,2023-05-05,19:00,2023-05-06,19:00,770,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,11,Lichtenberg,1 days,1 days
2023-05-06,2023-05-06,03:00,2023-05-06,03:00,2500,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,0 days,0 days
2023-05-06,2023-04-13,19:00,2023-04-14,08:00,600,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,1 days,23 days
2023-05-06,2023-05-05,20:00,2023-05-06,12:00,999,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,1 days,1 days
2023-05-06,2023-05-05,19:00,2023-05-06,10:00,3098,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,1 days,1 days
2023-05-05,2023-05-04,15:00,2023-05-05,08:00,5000,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,6,Steglitz-Zehlendorf,1 days,1 days
2023-05-05,2023-05-05,01:00,2023-05-05,01:00,0,Ja,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,0 days,0 days
2023-05-05,2023-05-04,07:00,2023-05-04,16:00,999,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5,Spandau,0 days,1 days
2023-05-05,2023-05-02,14:00,2023-05-04,12:00,599,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,2 days,3 days
2023-05-05,2023-05-05,13:00,2023-05-05,13:00,3300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,0 days,0 days
2023-05-05,2023-05-03,14:00,2023-05-04,07:00,750,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,11,Lichtenberg,1 days,2 days
2023-05-05,2023-05-04,21:00,2023-05-05,11:00,800,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,1 days,1 days
2023-05-05,2023-05-04,19:00,2023-05-05,10:00,900,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,1,Mitte,1 days,1 days
2023-05-05,2023-05-01,10:00,2023-05-01,10:00,2999,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,9,Treptow-Köpenick,0 days,4 days
2023-05-05,2023-05-03,17:00,2023-05-04,07:00,400,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,6,Steglitz-Zehlendorf,1 days,2 days
2023-05-05,2023-05-04,08:00,2023-05-05,14:00,340,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,9,Treptow-Köpenick,1 days,1 days
2023-05-05,2023-05-05,16:00,2023-05-05,16:00,1,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,0 days,0 days
2023-05-05,2023-05-04,20:00,2023-05-05,00:00,2799,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,1 days,1 days
2023-05-05,2023-05-03,09:00,2023-05-03,16:00,860,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,0 days,2 days
2023-05-05,2023-05-04,15:00,2023-05-05,06:00,350,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,11,Lichtenberg,1 days,1 days
2023-05-05,2023-05-03,22:00,2023-05-04,07:00,749,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,6,Steglitz-Zehlendorf,1 days,2 days
2023-05-05,2023-05-03,19:00,2023-05-05,09:00,150,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,11,Lichtenberg,2 days,2 days
2023-05-05,2023-05-03,18:00,2023-05-04,08:00,550,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,8,Neukölln,1 days,2 days
2023-05-05,2023-05-04,21:00,2023-05-05,00:00,349,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,1 days,1 days
2023-05-05,2023-05-04,20:00,2023-05-05,06:00,3393,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,1 days,1 days
2023-05-05,2023-05-04,21:00,2023-05-05,08:00,2000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,1 days,1 days
2023-05-05,2023-05-04,19:00,2023-05-05,10:00,693,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,1 days,1 days
2023-05-05,2023-05-04,22:00,2023-05-05,08:00,2199,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4,Charlottenburg-Wilmersdorf,1 days,1 days
2023-05-05,2023-05-04,16:00,2023-05-05,13:00,2500,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,1 days,1 days
2023-05-05,2023-05-04,19:00,2023-05-05,09:00,480,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,1 days,1 days
2023-05-05,2023-05-04,07:00,2023-05-04,19:00,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,0 days,1 days
2023-05-05,2023-05-04,15:00,2023-05-05,16:00,719,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4,Charlottenburg-Wilmersdorf,1 days,1 days
2023-05-05,2023-05-04,19:00,2023-05-05,08:00,2000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,1 days,1 days
2023-05-05,2023-05-04,22:00,2023-05-05,08:00,500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4,Charlottenburg-Wilmersdorf,1 days,1 days
2023-05-05,2023-05-04,23:00,2023-05-05,08:00,2756,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,8,Neukölln,1 days,1 days
2023-05-05,2023-05-04,19:00,2023-05-04,20:00,150,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,9,Treptow-Köpenick,0 days,1 days
2023-05-05,2023-05-05,08:00,2023-05-05,15:00,1299,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,6,Steglitz-Zehlendorf,0 days,0 days
2023-05-05,2023-05-01,22:00,2023-05-02,18:00,295,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,10,Marzahn-Hellersdorf,1 days,4 days
2023-05-05,2023-05-04,17:00,2023-05-04,19:00,1649,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,11,Lichtenberg,0 days,1 days
2023-05-05,2023-04-28,09:00,2023-04-28,10:00,479,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,9,Treptow-Köpenick,0 days,7 days
2023-05-05,2023-05-04,18:00,2023-05-05,07:00,480,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,8,Neukölln,1 days,1 days
2023-05-05,2023-05-04,14:00,2023-05-04,21:00,195,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,0 days,1 days
2023-05-05,2023-04-20,16:00,2023-04-21,07:00,700,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,1 days,15 days
2023-05-05,2023-05-05,09:00,2023-05-05,12:00,899,Nein,Damenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,11,Lichtenberg,0 days,0 days
2023-05-05,2023-05-04,17:00,2023-05-05,10:00,788,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,1 days,1 days
2023-05-05,2023-05-01,18:00,2023-05-04,13:00,2000,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl aus Keller/Boden von Fahrrädern,1,Mitte,3 days,4 days
2023-05-05,2023-05-04,17:00,2023-05-05,09:00,749,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,1 days,1 days
2023-05-05,2023-05-02,16:00,2023-05-05,16:00,1089,Nein,Mountainbike,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,10,Marzahn-Hellersdorf,3 days,3 days
2023-05-05,2023-05-03,16:00,2023-05-04,00:00,799,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,9,Treptow-Köpenick,1 days,2 days
2023-05-05,2023-05-03,10:00,2023-05-04,16:00,2570,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,5,Spandau,1 days,2 days
2023-05-05,2023-05-04,14:00,2023-05-04,18:00,600,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,6,Steglitz-Zehlendorf,0 days,1 days
2023-05-05,2023-04-29,16:00,2023-04-30,04:00,450,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,6,Steglitz-Zehlendorf,1 days,6 days
2023-05-05,2023-04-30,17:00,2023-05-01,10:00,351,Nein,Kinderfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,9,Treptow-Köpenick,1 days,5 days
2023-05-05,2023-05-04,12:00,2023-05-05,07:00,2599,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4,Charlottenburg-Wilmersdorf,1 days,1 days
2023-05-05,2023-05-04,18:00,2023-05-04,22:00,1099,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,0 days,1 days
2023-05-05,2023-05-05,07:00,2023-05-05,14:00,1498,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4,Charlottenburg-Wilmersdorf,0 days,0 days
2023-05-05,2023-05-04,07:00,2023-05-04,15:00,1229,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,12,Reinickendorf,0 days,1 days
2023-05-05,2023-04-27,16:00,2023-04-29,03:00,400,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,2 days,8 days
2023-05-05,2023-05-05,07:00,2023-05-05,18:00,259,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,0 days,0 days
2023-05-05,2023-05-05,07:00,2023-05-05,18:00,125,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,0 days,0 days
2023-05-05,2023-05-04,18:00,2023-05-05,20:00,330,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5,Spandau,1 days,1 days
2023-05-05,2023-05-04,19:00,2023-05-04,23:00,2160,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,0 days,1 days
2023-05-05,2023-05-04,09:00,2023-05-04,13:00,330,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,10,Marzahn-Hellersdorf,0 days,1 days
2023-05-05,2023-05-04,13:00,2023-05-05,11:00,5000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,1 days,1 days
2023-05-05,2023-05-02,20:00,2023-05-05,15:00,857,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,3 days,3 days
2023-05-05,2023-05-05,15:00,2023-05-05,16:00,193,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,8,Neukölln,0 days,0 days
2023-05-05,2023-05-03,23:00,2023-05-04,10:00,500,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,1 days,2 days
2023-05-05,2023-05-05,09:00,2023-05-05,14:00,643,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,6,Steglitz-Zehlendorf,0 days,0 days
2023-05-05,2023-05-02,19:00,2023-05-05,17:00,2500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,3 days,3 days
2023-05-05,2023-05-04,14:00,2023-05-05,16:00,880,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,1 days,1 days
2023-05-05,2023-05-05,20:00,2023-05-05,20:00,1200,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5,Spandau,0 days,0 days
2023-05-05,2023-05-04,08:00,2023-05-05,14:00,1972,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4,Charlottenburg-Wilmersdorf,1 days,1 days
2023-05-05,2023-05-04,16:00,2023-05-04,17:00,1300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,0 days,1 days
2023-05-05,2023-05-04,20:00,2023-05-05,07:00,1000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,1 days,1 days
2023-05-05,2023-05-05,08:00,2023-05-05,18:00,360,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,0 days,0 days
2023-05-04,2023-05-03,18:00,2023-05-03,18:00,750,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,0 days,1 days
2023-05-04,2023-05-04,09:00,2023-05-04,12:00,649,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,0 days,0 days
2023-05-04,2023-05-02,10:00,2023-05-03,10:00,1173,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,9,Treptow-Köpenick,1 days,2 days
2023-05-04,2023-05-03,10:00,2023-05-03,17:00,390,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,0 days,1 days
2023-05-04,2023-05-03,14:00,2023-05-04,13:00,1525,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,1 days,1 days
2023-05-04,2023-05-04,00:00,2023-05-04,11:00,800,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,12,Reinickendorf,0 days,0 days
2023-05-04,2023-05-04,09:00,2023-05-04,13:00,250,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,0 days,0 days
